candidate,asset,seed,fold_id,timestamps_aligned,labels_aligned,horizon_days,costs_aligned,rows
random,SPY,11,long_window_01,True,True,20,True,126
historical_mean,SPY,11,long_window_01,True,True,20,True,126
random_walk,SPY,11,long_window_01,True,True,20,True,126
buy_hold,SPY,11,long_window_01,True,True,20,True,126
momentum,SPY,11,long_window_01,True,True,20,True,126
moving_average,SPY,11,long_window_01,True,True,20,True,126
logistic_regression,SPY,11,long_window_01,True,True,20,True,126
LightGBM,SPY,11,long_window_01,True,True,20,True,126
XGBoost,SPY,11,long_window_01,True,True,20,True,126
CatBoost,SPY,11,long_window_01,True,True,20,True,126
random,SPY,17,long_window_01,True,True,20,True,126
historical_mean,SPY,17,long_window_01,True,True,20,True,126
random_walk,SPY,17,long_window_01,True,True,20,True,126
buy_hold,SPY,17,long_window_01,True,True,20,True,126
momentum,SPY,17,long_window_01,True,True,20,True,126
moving_average,SPY,17,long_window_01,True,True,20,True,126
logistic_regression,SPY,17,long_window_01,True,True,20,True,126
LightGBM,SPY,17,long_window_01,True,True,20,True,126
XGBoost,SPY,17,long_window_01,True,True,20,True,126
CatBoost,SPY,17,long_window_01,True,True,20,True,126
random,SPY,23,long_window_01,True,True,20,True,126
historical_mean,SPY,23,long_window_01,True,True,20,True,126
random_walk,SPY,23,long_window_01,True,True,20,True,126
buy_hold,SPY,23,long_window_01,True,True,20,True,126
momentum,SPY,23,long_window_01,True,True,20,True,126
moving_average,SPY,23,long_window_01,True,True,20,True,126
logistic_regression,SPY,23,long_window_01,True,True,20,True,126
LightGBM,SPY,23,long_window_01,True,True,20,True,126
XGBoost,SPY,23,long_window_01,True,True,20,True,126
CatBoost,SPY,23,long_window_01,True,True,20,True,126
random,SPY,42,long_window_01,True,True,20,True,126
historical_mean,SPY,42,long_window_01,True,True,20,True,126
random_walk,SPY,42,long_window_01,True,True,20,True,126
buy_hold,SPY,42,long_window_01,True,True,20,True,126
momentum,SPY,42,long_window_01,True,True,20,True,126
moving_average,SPY,42,long_window_01,True,True,20,True,126
logistic_regression,SPY,42,long_window_01,True,True,20,True,126
LightGBM,SPY,42,long_window_01,True,True,20,True,126
XGBoost,SPY,42,long_window_01,True,True,20,True,126
CatBoost,SPY,42,long_window_01,True,True,20,True,126
random,SPY,11,long_window_02,True,True,20,True,126
historical_mean,SPY,11,long_window_02,True,True,20,True,126
random_walk,SPY,11,long_window_02,True,True,20,True,126
buy_hold,SPY,11,long_window_02,True,True,20,True,126
momentum,SPY,11,long_window_02,True,True,20,True,126
moving_average,SPY,11,long_window_02,True,True,20,True,126
logistic_regression,SPY,11,long_window_02,True,True,20,True,126
LightGBM,SPY,11,long_window_02,True,True,20,True,126
XGBoost,SPY,11,long_window_02,True,True,20,True,126
CatBoost,SPY,11,long_window_02,True,True,20,True,126
random,SPY,17,long_window_02,True,True,20,True,126
historical_mean,SPY,17,long_window_02,True,True,20,True,126
random_walk,SPY,17,long_window_02,True,True,20,True,126
buy_hold,SPY,17,long_window_02,True,True,20,True,126
momentum,SPY,17,long_window_02,True,True,20,True,126
moving_average,SPY,17,long_window_02,True,True,20,True,126
logistic_regression,SPY,17,long_window_02,True,True,20,True,126
LightGBM,SPY,17,long_window_02,True,True,20,True,126
XGBoost,SPY,17,long_window_02,True,True,20,True,126
CatBoost,SPY,17,long_window_02,True,True,20,True,126
random,SPY,23,long_window_02,True,True,20,True,126
historical_mean,SPY,23,long_window_02,True,True,20,True,126
random_walk,SPY,23,long_window_02,True,True,20,True,126
buy_hold,SPY,23,long_window_02,True,True,20,True,126
momentum,SPY,23,long_window_02,True,True,20,True,126
moving_average,SPY,23,long_window_02,True,True,20,True,126
logistic_regression,SPY,23,long_window_02,True,True,20,True,126
LightGBM,SPY,23,long_window_02,True,True,20,True,126
XGBoost,SPY,23,long_window_02,True,True,20,True,126
CatBoost,SPY,23,long_window_02,True,True,20,True,126
random,SPY,42,long_window_02,True,True,20,True,126
historical_mean,SPY,42,long_window_02,True,True,20,True,126
random_walk,SPY,42,long_window_02,True,True,20,True,126
buy_hold,SPY,42,long_window_02,True,True,20,True,126
momentum,SPY,42,long_window_02,True,True,20,True,126
moving_average,SPY,42,long_window_02,True,True,20,True,126
logistic_regression,SPY,42,long_window_02,True,True,20,True,126
LightGBM,SPY,42,long_window_02,True,True,20,True,126
XGBoost,SPY,42,long_window_02,True,True,20,True,126
CatBoost,SPY,42,long_window_02,True,True,20,True,126
random,QQQ,11,long_window_01,True,True,20,True,126
historical_mean,QQQ,11,long_window_01,True,True,20,True,126
random_walk,QQQ,11,long_window_01,True,True,20,True,126
buy_hold,QQQ,11,long_window_01,True,True,20,True,126
momentum,QQQ,11,long_window_01,True,True,20,True,126
moving_average,QQQ,11,long_window_01,True,True,20,True,126
logistic_regression,QQQ,11,long_window_01,True,True,20,True,126
LightGBM,QQQ,11,long_window_01,True,True,20,True,126
XGBoost,QQQ,11,long_window_01,True,True,20,True,126
CatBoost,QQQ,11,long_window_01,True,True,20,True,126
random,QQQ,17,long_window_01,True,True,20,True,126
historical_mean,QQQ,17,long_window_01,True,True,20,True,126
random_walk,QQQ,17,long_window_01,True,True,20,True,126
buy_hold,QQQ,17,long_window_01,True,True,20,True,126
momentum,QQQ,17,long_window_01,True,True,20,True,126
moving_average,QQQ,17,long_window_01,True,True,20,True,126
logistic_regression,QQQ,17,long_window_01,True,True,20,True,126
LightGBM,QQQ,17,long_window_01,True,True,20,True,126
XGBoost,QQQ,17,long_window_01,True,True,20,True,126
CatBoost,QQQ,17,long_window_01,True,True,20,True,126
random,QQQ,23,long_window_01,True,True,20,True,126
historical_mean,QQQ,23,long_window_01,True,True,20,True,126
random_walk,QQQ,23,long_window_01,True,True,20,True,126
buy_hold,QQQ,23,long_window_01,True,True,20,True,126
momentum,QQQ,23,long_window_01,True,True,20,True,126
moving_average,QQQ,23,long_window_01,True,True,20,True,126
logistic_regression,QQQ,23,long_window_01,True,True,20,True,126
LightGBM,QQQ,23,long_window_01,True,True,20,True,126
XGBoost,QQQ,23,long_window_01,True,True,20,True,126
CatBoost,QQQ,23,long_window_01,True,True,20,True,126
random,QQQ,42,long_window_01,True,True,20,True,126
historical_mean,QQQ,42,long_window_01,True,True,20,True,126
random_walk,QQQ,42,long_window_01,True,True,20,True,126
buy_hold,QQQ,42,long_window_01,True,True,20,True,126
momentum,QQQ,42,long_window_01,True,True,20,True,126
moving_average,QQQ,42,long_window_01,True,True,20,True,126
logistic_regression,QQQ,42,long_window_01,True,True,20,True,126
LightGBM,QQQ,42,long_window_01,True,True,20,True,126
XGBoost,QQQ,42,long_window_01,True,True,20,True,126
CatBoost,QQQ,42,long_window_01,True,True,20,True,126
random,QQQ,11,long_window_02,True,True,20,True,126
historical_mean,QQQ,11,long_window_02,True,True,20,True,126
random_walk,QQQ,11,long_window_02,True,True,20,True,126
buy_hold,QQQ,11,long_window_02,True,True,20,True,126
momentum,QQQ,11,long_window_02,True,True,20,True,126
moving_average,QQQ,11,long_window_02,True,True,20,True,126
logistic_regression,QQQ,11,long_window_02,True,True,20,True,126
LightGBM,QQQ,11,long_window_02,True,True,20,True,126
XGBoost,QQQ,11,long_window_02,True,True,20,True,126
CatBoost,QQQ,11,long_window_02,True,True,20,True,126
random,QQQ,17,long_window_02,True,True,20,True,126
historical_mean,QQQ,17,long_window_02,True,True,20,True,126
random_walk,QQQ,17,long_window_02,True,True,20,True,126
buy_hold,QQQ,17,long_window_02,True,True,20,True,126
momentum,QQQ,17,long_window_02,True,True,20,True,126
moving_average,QQQ,17,long_window_02,True,True,20,True,126
logistic_regression,QQQ,17,long_window_02,True,True,20,True,126
LightGBM,QQQ,17,long_window_02,True,True,20,True,126
XGBoost,QQQ,17,long_window_02,True,True,20,True,126
CatBoost,QQQ,17,long_window_02,True,True,20,True,126
random,QQQ,23,long_window_02,True,True,20,True,126
historical_mean,QQQ,23,long_window_02,True,True,20,True,126
random_walk,QQQ,23,long_window_02,True,True,20,True,126
buy_hold,QQQ,23,long_window_02,True,True,20,True,126
momentum,QQQ,23,long_window_02,True,True,20,True,126
moving_average,QQQ,23,long_window_02,True,True,20,True,126
logistic_regression,QQQ,23,long_window_02,True,True,20,True,126
LightGBM,QQQ,23,long_window_02,True,True,20,True,126
XGBoost,QQQ,23,long_window_02,True,True,20,True,126
CatBoost,QQQ,23,long_window_02,True,True,20,True,126
random,QQQ,42,long_window_02,True,True,20,True,126
historical_mean,QQQ,42,long_window_02,True,True,20,True,126
random_walk,QQQ,42,long_window_02,True,True,20,True,126
buy_hold,QQQ,42,long_window_02,True,True,20,True,126
momentum,QQQ,42,long_window_02,True,True,20,True,126
moving_average,QQQ,42,long_window_02,True,True,20,True,126
logistic_regression,QQQ,42,long_window_02,True,True,20,True,126
LightGBM,QQQ,42,long_window_02,True,True,20,True,126
XGBoost,QQQ,42,long_window_02,True,True,20,True,126
CatBoost,QQQ,42,long_window_02,True,True,20,True,126
random,VTI,11,long_window_01,True,True,20,True,126
historical_mean,VTI,11,long_window_01,True,True,20,True,126
random_walk,VTI,11,long_window_01,True,True,20,True,126
buy_hold,VTI,11,long_window_01,True,True,20,True,126
momentum,VTI,11,long_window_01,True,True,20,True,126
moving_average,VTI,11,long_window_01,True,True,20,True,126
logistic_regression,VTI,11,long_window_01,True,True,20,True,126
LightGBM,VTI,11,long_window_01,True,True,20,True,126
XGBoost,VTI,11,long_window_01,True,True,20,True,126
CatBoost,VTI,11,long_window_01,True,True,20,True,126
random,VTI,17,long_window_01,True,True,20,True,126
historical_mean,VTI,17,long_window_01,True,True,20,True,126
random_walk,VTI,17,long_window_01,True,True,20,True,126
buy_hold,VTI,17,long_window_01,True,True,20,True,126
momentum,VTI,17,long_window_01,True,True,20,True,126
moving_average,VTI,17,long_window_01,True,True,20,True,126
logistic_regression,VTI,17,long_window_01,True,True,20,True,126
LightGBM,VTI,17,long_window_01,True,True,20,True,126
XGBoost,VTI,17,long_window_01,True,True,20,True,126
CatBoost,VTI,17,long_window_01,True,True,20,True,126
random,VTI,23,long_window_01,True,True,20,True,126
historical_mean,VTI,23,long_window_01,True,True,20,True,126
random_walk,VTI,23,long_window_01,True,True,20,True,126
buy_hold,VTI,23,long_window_01,True,True,20,True,126
momentum,VTI,23,long_window_01,True,True,20,True,126
moving_average,VTI,23,long_window_01,True,True,20,True,126
logistic_regression,VTI,23,long_window_01,True,True,20,True,126
LightGBM,VTI,23,long_window_01,True,True,20,True,126
XGBoost,VTI,23,long_window_01,True,True,20,True,126
CatBoost,VTI,23,long_window_01,True,True,20,True,126
random,VTI,42,long_window_01,True,True,20,True,126
historical_mean,VTI,42,long_window_01,True,True,20,True,126
random_walk,VTI,42,long_window_01,True,True,20,True,126
buy_hold,VTI,42,long_window_01,True,True,20,True,126
momentum,VTI,42,long_window_01,True,True,20,True,126
moving_average,VTI,42,long_window_01,True,True,20,True,126
logistic_regression,VTI,42,long_window_01,True,True,20,True,126
LightGBM,VTI,42,long_window_01,True,True,20,True,126
XGBoost,VTI,42,long_window_01,True,True,20,True,126
CatBoost,VTI,42,long_window_01,True,True,20,True,126
random,VTI,11,long_window_02,True,True,20,True,126
historical_mean,VTI,11,long_window_02,True,True,20,True,126
random_walk,VTI,11,long_window_02,True,True,20,True,126
buy_hold,VTI,11,long_window_02,True,True,20,True,126
momentum,VTI,11,long_window_02,True,True,20,True,126
moving_average,VTI,11,long_window_02,True,True,20,True,126
logistic_regression,VTI,11,long_window_02,True,True,20,True,126
LightGBM,VTI,11,long_window_02,True,True,20,True,126
XGBoost,VTI,11,long_window_02,True,True,20,True,126
CatBoost,VTI,11,long_window_02,True,True,20,True,126
random,VTI,17,long_window_02,True,True,20,True,126
historical_mean,VTI,17,long_window_02,True,True,20,True,126
random_walk,VTI,17,long_window_02,True,True,20,True,126
buy_hold,VTI,17,long_window_02,True,True,20,True,126
momentum,VTI,17,long_window_02,True,True,20,True,126
moving_average,VTI,17,long_window_02,True,True,20,True,126
logistic_regression,VTI,17,long_window_02,True,True,20,True,126
LightGBM,VTI,17,long_window_02,True,True,20,True,126
XGBoost,VTI,17,long_window_02,True,True,20,True,126
CatBoost,VTI,17,long_window_02,True,True,20,True,126
random,VTI,23,long_window_02,True,True,20,True,126
historical_mean,VTI,23,long_window_02,True,True,20,True,126
random_walk,VTI,23,long_window_02,True,True,20,True,126
buy_hold,VTI,23,long_window_02,True,True,20,True,126
momentum,VTI,23,long_window_02,True,True,20,True,126
moving_average,VTI,23,long_window_02,True,True,20,True,126
logistic_regression,VTI,23,long_window_02,True,True,20,True,126
LightGBM,VTI,23,long_window_02,True,True,20,True,126
XGBoost,VTI,23,long_window_02,True,True,20,True,126
CatBoost,VTI,23,long_window_02,True,True,20,True,126
random,VTI,42,long_window_02,True,True,20,True,126
historical_mean,VTI,42,long_window_02,True,True,20,True,126
random_walk,VTI,42,long_window_02,True,True,20,True,126
buy_hold,VTI,42,long_window_02,True,True,20,True,126
momentum,VTI,42,long_window_02,True,True,20,True,126
moving_average,VTI,42,long_window_02,True,True,20,True,126
logistic_regression,VTI,42,long_window_02,True,True,20,True,126
LightGBM,VTI,42,long_window_02,True,True,20,True,126
XGBoost,VTI,42,long_window_02,True,True,20,True,126
CatBoost,VTI,42,long_window_02,True,True,20,True,126
random,VOO,11,long_window_01,True,True,20,True,126
historical_mean,VOO,11,long_window_01,True,True,20,True,126
random_walk,VOO,11,long_window_01,True,True,20,True,126
buy_hold,VOO,11,long_window_01,True,True,20,True,126
momentum,VOO,11,long_window_01,True,True,20,True,126
moving_average,VOO,11,long_window_01,True,True,20,True,126
logistic_regression,VOO,11,long_window_01,True,True,20,True,126
LightGBM,VOO,11,long_window_01,True,True,20,True,126
XGBoost,VOO,11,long_window_01,True,True,20,True,126
CatBoost,VOO,11,long_window_01,True,True,20,True,126
random,VOO,17,long_window_01,True,True,20,True,126
historical_mean,VOO,17,long_window_01,True,True,20,True,126
random_walk,VOO,17,long_window_01,True,True,20,True,126
buy_hold,VOO,17,long_window_01,True,True,20,True,126
momentum,VOO,17,long_window_01,True,True,20,True,126
moving_average,VOO,17,long_window_01,True,True,20,True,126
logistic_regression,VOO,17,long_window_01,True,True,20,True,126
LightGBM,VOO,17,long_window_01,True,True,20,True,126
XGBoost,VOO,17,long_window_01,True,True,20,True,126
CatBoost,VOO,17,long_window_01,True,True,20,True,126
random,VOO,23,long_window_01,True,True,20,True,126
historical_mean,VOO,23,long_window_01,True,True,20,True,126
random_walk,VOO,23,long_window_01,True,True,20,True,126
buy_hold,VOO,23,long_window_01,True,True,20,True,126
momentum,VOO,23,long_window_01,True,True,20,True,126
moving_average,VOO,23,long_window_01,True,True,20,True,126
logistic_regression,VOO,23,long_window_01,True,True,20,True,126
LightGBM,VOO,23,long_window_01,True,True,20,True,126
XGBoost,VOO,23,long_window_01,True,True,20,True,126
CatBoost,VOO,23,long_window_01,True,True,20,True,126
random,VOO,42,long_window_01,True,True,20,True,126
historical_mean,VOO,42,long_window_01,True,True,20,True,126
random_walk,VOO,42,long_window_01,True,True,20,True,126
buy_hold,VOO,42,long_window_01,True,True,20,True,126
momentum,VOO,42,long_window_01,True,True,20,True,126
moving_average,VOO,42,long_window_01,True,True,20,True,126
logistic_regression,VOO,42,long_window_01,True,True,20,True,126
LightGBM,VOO,42,long_window_01,True,True,20,True,126
XGBoost,VOO,42,long_window_01,True,True,20,True,126
CatBoost,VOO,42,long_window_01,True,True,20,True,126
random,VOO,11,long_window_02,True,True,20,True,126
historical_mean,VOO,11,long_window_02,True,True,20,True,126
random_walk,VOO,11,long_window_02,True,True,20,True,126
buy_hold,VOO,11,long_window_02,True,True,20,True,126
momentum,VOO,11,long_window_02,True,True,20,True,126
moving_average,VOO,11,long_window_02,True,True,20,True,126
logistic_regression,VOO,11,long_window_02,True,True,20,True,126
LightGBM,VOO,11,long_window_02,True,True,20,True,126
XGBoost,VOO,11,long_window_02,True,True,20,True,126
CatBoost,VOO,11,long_window_02,True,True,20,True,126
random,VOO,17,long_window_02,True,True,20,True,126
historical_mean,VOO,17,long_window_02,True,True,20,True,126
random_walk,VOO,17,long_window_02,True,True,20,True,126
buy_hold,VOO,17,long_window_02,True,True,20,True,126
momentum,VOO,17,long_window_02,True,True,20,True,126
moving_average,VOO,17,long_window_02,True,True,20,True,126
logistic_regression,VOO,17,long_window_02,True,True,20,True,126
LightGBM,VOO,17,long_window_02,True,True,20,True,126
XGBoost,VOO,17,long_window_02,True,True,20,True,126
CatBoost,VOO,17,long_window_02,True,True,20,True,126
random,VOO,23,long_window_02,True,True,20,True,126
historical_mean,VOO,23,long_window_02,True,True,20,True,126
random_walk,VOO,23,long_window_02,True,True,20,True,126
buy_hold,VOO,23,long_window_02,True,True,20,True,126
momentum,VOO,23,long_window_02,True,True,20,True,126
moving_average,VOO,23,long_window_02,True,True,20,True,126
logistic_regression,VOO,23,long_window_02,True,True,20,True,126
LightGBM,VOO,23,long_window_02,True,True,20,True,126
XGBoost,VOO,23,long_window_02,True,True,20,True,126
CatBoost,VOO,23,long_window_02,True,True,20,True,126
random,VOO,42,long_window_02,True,True,20,True,126
historical_mean,VOO,42,long_window_02,True,True,20,True,126
random_walk,VOO,42,long_window_02,True,True,20,True,126
buy_hold,VOO,42,long_window_02,True,True,20,True,126
momentum,VOO,42,long_window_02,True,True,20,True,126
moving_average,VOO,42,long_window_02,True,True,20,True,126
logistic_regression,VOO,42,long_window_02,True,True,20,True,126
LightGBM,VOO,42,long_window_02,True,True,20,True,126
XGBoost,VOO,42,long_window_02,True,True,20,True,126
CatBoost,VOO,42,long_window_02,True,True,20,True,126
random,IWM,11,long_window_01,True,True,20,True,126
historical_mean,IWM,11,long_window_01,True,True,20,True,126
random_walk,IWM,11,long_window_01,True,True,20,True,126
buy_hold,IWM,11,long_window_01,True,True,20,True,126
momentum,IWM,11,long_window_01,True,True,20,True,126
moving_average,IWM,11,long_window_01,True,True,20,True,126
logistic_regression,IWM,11,long_window_01,True,True,20,True,126
LightGBM,IWM,11,long_window_01,True,True,20,True,126
XGBoost,IWM,11,long_window_01,True,True,20,True,126
CatBoost,IWM,11,long_window_01,True,True,20,True,126
random,IWM,17,long_window_01,True,True,20,True,126
historical_mean,IWM,17,long_window_01,True,True,20,True,126
random_walk,IWM,17,long_window_01,True,True,20,True,126
buy_hold,IWM,17,long_window_01,True,True,20,True,126
momentum,IWM,17,long_window_01,True,True,20,True,126
moving_average,IWM,17,long_window_01,True,True,20,True,126
logistic_regression,IWM,17,long_window_01,True,True,20,True,126
LightGBM,IWM,17,long_window_01,True,True,20,True,126
XGBoost,IWM,17,long_window_01,True,True,20,True,126
CatBoost,IWM,17,long_window_01,True,True,20,True,126
random,IWM,23,long_window_01,True,True,20,True,126
historical_mean,IWM,23,long_window_01,True,True,20,True,126
random_walk,IWM,23,long_window_01,True,True,20,True,126
buy_hold,IWM,23,long_window_01,True,True,20,True,126
momentum,IWM,23,long_window_01,True,True,20,True,126
moving_average,IWM,23,long_window_01,True,True,20,True,126
logistic_regression,IWM,23,long_window_01,True,True,20,True,126
LightGBM,IWM,23,long_window_01,True,True,20,True,126
XGBoost,IWM,23,long_window_01,True,True,20,True,126
CatBoost,IWM,23,long_window_01,True,True,20,True,126
random,IWM,42,long_window_01,True,True,20,True,126
historical_mean,IWM,42,long_window_01,True,True,20,True,126
random_walk,IWM,42,long_window_01,True,True,20,True,126
buy_hold,IWM,42,long_window_01,True,True,20,True,126
momentum,IWM,42,long_window_01,True,True,20,True,126
moving_average,IWM,42,long_window_01,True,True,20,True,126
logistic_regression,IWM,42,long_window_01,True,True,20,True,126
LightGBM,IWM,42,long_window_01,True,True,20,True,126
XGBoost,IWM,42,long_window_01,True,True,20,True,126
CatBoost,IWM,42,long_window_01,True,True,20,True,126
random,IWM,11,long_window_02,True,True,20,True,126
historical_mean,IWM,11,long_window_02,True,True,20,True,126
random_walk,IWM,11,long_window_02,True,True,20,True,126
buy_hold,IWM,11,long_window_02,True,True,20,True,126
momentum,IWM,11,long_window_02,True,True,20,True,126
moving_average,IWM,11,long_window_02,True,True,20,True,126
logistic_regression,IWM,11,long_window_02,True,True,20,True,126
LightGBM,IWM,11,long_window_02,True,True,20,True,126
XGBoost,IWM,11,long_window_02,True,True,20,True,126
CatBoost,IWM,11,long_window_02,True,True,20,True,126
random,IWM,17,long_window_02,True,True,20,True,126
historical_mean,IWM,17,long_window_02,True,True,20,True,126
random_walk,IWM,17,long_window_02,True,True,20,True,126
buy_hold,IWM,17,long_window_02,True,True,20,True,126
momentum,IWM,17,long_window_02,True,True,20,True,126
moving_average,IWM,17,long_window_02,True,True,20,True,126
logistic_regression,IWM,17,long_window_02,True,True,20,True,126
LightGBM,IWM,17,long_window_02,True,True,20,True,126
XGBoost,IWM,17,long_window_02,True,True,20,True,126
CatBoost,IWM,17,long_window_02,True,True,20,True,126
random,IWM,23,long_window_02,True,True,20,True,126
historical_mean,IWM,23,long_window_02,True,True,20,True,126
random_walk,IWM,23,long_window_02,True,True,20,True,126
buy_hold,IWM,23,long_window_02,True,True,20,True,126
momentum,IWM,23,long_window_02,True,True,20,True,126
moving_average,IWM,23,long_window_02,True,True,20,True,126
logistic_regression,IWM,23,long_window_02,True,True,20,True,126
LightGBM,IWM,23,long_window_02,True,True,20,True,126
XGBoost,IWM,23,long_window_02,True,True,20,True,126
CatBoost,IWM,23,long_window_02,True,True,20,True,126
random,IWM,42,long_window_02,True,True,20,True,126
historical_mean,IWM,42,long_window_02,True,True,20,True,126
random_walk,IWM,42,long_window_02,True,True,20,True,126
buy_hold,IWM,42,long_window_02,True,True,20,True,126
momentum,IWM,42,long_window_02,True,True,20,True,126
moving_average,IWM,42,long_window_02,True,True,20,True,126
logistic_regression,IWM,42,long_window_02,True,True,20,True,126
LightGBM,IWM,42,long_window_02,True,True,20,True,126
XGBoost,IWM,42,long_window_02,True,True,20,True,126
CatBoost,IWM,42,long_window_02,True,True,20,True,126
random,DIA,11,long_window_01,True,True,20,True,126
historical_mean,DIA,11,long_window_01,True,True,20,True,126
random_walk,DIA,11,long_window_01,True,True,20,True,126
buy_hold,DIA,11,long_window_01,True,True,20,True,126
momentum,DIA,11,long_window_01,True,True,20,True,126
moving_average,DIA,11,long_window_01,True,True,20,True,126
logistic_regression,DIA,11,long_window_01,True,True,20,True,126
