candidate,asset,seed,fold_id,timestamps_aligned,labels_aligned,horizon_days,costs_aligned,rows
moving_average,CAD=X,42,long_window_02,True,True,20,True,126
logistic_regression,CAD=X,42,long_window_02,True,True,20,True,126
LightGBM,CAD=X,42,long_window_02,True,True,20,True,126
XGBoost,CAD=X,42,long_window_02,True,True,20,True,126
CatBoost,CAD=X,42,long_window_02,True,True,20,True,126
random,AAPL,11,long_window_01,True,True,20,True,126
historical_mean,AAPL,11,long_window_01,True,True,20,True,126
random_walk,AAPL,11,long_window_01,True,True,20,True,126
buy_hold,AAPL,11,long_window_01,True,True,20,True,126
momentum,AAPL,11,long_window_01,True,True,20,True,126
moving_average,AAPL,11,long_window_01,True,True,20,True,126
logistic_regression,AAPL,11,long_window_01,True,True,20,True,126
LightGBM,AAPL,11,long_window_01,True,True,20,True,126
XGBoost,AAPL,11,long_window_01,True,True,20,True,126
CatBoost,AAPL,11,long_window_01,True,True,20,True,126
random,AAPL,17,long_window_01,True,True,20,True,126
historical_mean,AAPL,17,long_window_01,True,True,20,True,126
random_walk,AAPL,17,long_window_01,True,True,20,True,126
buy_hold,AAPL,17,long_window_01,True,True,20,True,126
momentum,AAPL,17,long_window_01,True,True,20,True,126
moving_average,AAPL,17,long_window_01,True,True,20,True,126
logistic_regression,AAPL,17,long_window_01,True,True,20,True,126
LightGBM,AAPL,17,long_window_01,True,True,20,True,126
XGBoost,AAPL,17,long_window_01,True,True,20,True,126
CatBoost,AAPL,17,long_window_01,True,True,20,True,126
random,AAPL,23,long_window_01,True,True,20,True,126
historical_mean,AAPL,23,long_window_01,True,True,20,True,126
random_walk,AAPL,23,long_window_01,True,True,20,True,126
buy_hold,AAPL,23,long_window_01,True,True,20,True,126
momentum,AAPL,23,long_window_01,True,True,20,True,126
moving_average,AAPL,23,long_window_01,True,True,20,True,126
logistic_regression,AAPL,23,long_window_01,True,True,20,True,126
LightGBM,AAPL,23,long_window_01,True,True,20,True,126
XGBoost,AAPL,23,long_window_01,True,True,20,True,126
CatBoost,AAPL,23,long_window_01,True,True,20,True,126
random,AAPL,42,long_window_01,True,True,20,True,126
historical_mean,AAPL,42,long_window_01,True,True,20,True,126
random_walk,AAPL,42,long_window_01,True,True,20,True,126
buy_hold,AAPL,42,long_window_01,True,True,20,True,126
momentum,AAPL,42,long_window_01,True,True,20,True,126
moving_average,AAPL,42,long_window_01,True,True,20,True,126
logistic_regression,AAPL,42,long_window_01,True,True,20,True,126
LightGBM,AAPL,42,long_window_01,True,True,20,True,126
XGBoost,AAPL,42,long_window_01,True,True,20,True,126
CatBoost,AAPL,42,long_window_01,True,True,20,True,126
random,AAPL,11,long_window_02,True,True,20,True,126
historical_mean,AAPL,11,long_window_02,True,True,20,True,126
random_walk,AAPL,11,long_window_02,True,True,20,True,126
buy_hold,AAPL,11,long_window_02,True,True,20,True,126
momentum,AAPL,11,long_window_02,True,True,20,True,126
moving_average,AAPL,11,long_window_02,True,True,20,True,126
logistic_regression,AAPL,11,long_window_02,True,True,20,True,126
LightGBM,AAPL,11,long_window_02,True,True,20,True,126
XGBoost,AAPL,11,long_window_02,True,True,20,True,126
CatBoost,AAPL,11,long_window_02,True,True,20,True,126
random,AAPL,17,long_window_02,True,True,20,True,126
historical_mean,AAPL,17,long_window_02,True,True,20,True,126
random_walk,AAPL,17,long_window_02,True,True,20,True,126
buy_hold,AAPL,17,long_window_02,True,True,20,True,126
momentum,AAPL,17,long_window_02,True,True,20,True,126
moving_average,AAPL,17,long_window_02,True,True,20,True,126
logistic_regression,AAPL,17,long_window_02,True,True,20,True,126
LightGBM,AAPL,17,long_window_02,True,True,20,True,126
XGBoost,AAPL,17,long_window_02,True,True,20,True,126
CatBoost,AAPL,17,long_window_02,True,True,20,True,126
random,AAPL,23,long_window_02,True,True,20,True,126
historical_mean,AAPL,23,long_window_02,True,True,20,True,126
random_walk,AAPL,23,long_window_02,True,True,20,True,126
buy_hold,AAPL,23,long_window_02,True,True,20,True,126
momentum,AAPL,23,long_window_02,True,True,20,True,126
moving_average,AAPL,23,long_window_02,True,True,20,True,126
logistic_regression,AAPL,23,long_window_02,True,True,20,True,126
LightGBM,AAPL,23,long_window_02,True,True,20,True,126
XGBoost,AAPL,23,long_window_02,True,True,20,True,126
CatBoost,AAPL,23,long_window_02,True,True,20,True,126
random,AAPL,42,long_window_02,True,True,20,True,126
historical_mean,AAPL,42,long_window_02,True,True,20,True,126
random_walk,AAPL,42,long_window_02,True,True,20,True,126
buy_hold,AAPL,42,long_window_02,True,True,20,True,126
momentum,AAPL,42,long_window_02,True,True,20,True,126
moving_average,AAPL,42,long_window_02,True,True,20,True,126
logistic_regression,AAPL,42,long_window_02,True,True,20,True,126
LightGBM,AAPL,42,long_window_02,True,True,20,True,126
XGBoost,AAPL,42,long_window_02,True,True,20,True,126
CatBoost,AAPL,42,long_window_02,True,True,20,True,126
random,UNH,11,long_window_01,True,True,20,True,126
historical_mean,UNH,11,long_window_01,True,True,20,True,126
random_walk,UNH,11,long_window_01,True,True,20,True,126
buy_hold,UNH,11,long_window_01,True,True,20,True,126
momentum,UNH,11,long_window_01,True,True,20,True,126
moving_average,UNH,11,long_window_01,True,True,20,True,126
logistic_regression,UNH,11,long_window_01,True,True,20,True,126
LightGBM,UNH,11,long_window_01,True,True,20,True,126
XGBoost,UNH,11,long_window_01,True,True,20,True,126
CatBoost,UNH,11,long_window_01,True,True,20,True,126
random,UNH,17,long_window_01,True,True,20,True,126
historical_mean,UNH,17,long_window_01,True,True,20,True,126
random_walk,UNH,17,long_window_01,True,True,20,True,126
buy_hold,UNH,17,long_window_01,True,True,20,True,126
momentum,UNH,17,long_window_01,True,True,20,True,126
moving_average,UNH,17,long_window_01,True,True,20,True,126
logistic_regression,UNH,17,long_window_01,True,True,20,True,126
LightGBM,UNH,17,long_window_01,True,True,20,True,126
XGBoost,UNH,17,long_window_01,True,True,20,True,126
CatBoost,UNH,17,long_window_01,True,True,20,True,126
random,UNH,23,long_window_01,True,True,20,True,126
historical_mean,UNH,23,long_window_01,True,True,20,True,126
random_walk,UNH,23,long_window_01,True,True,20,True,126
buy_hold,UNH,23,long_window_01,True,True,20,True,126
momentum,UNH,23,long_window_01,True,True,20,True,126
moving_average,UNH,23,long_window_01,True,True,20,True,126
logistic_regression,UNH,23,long_window_01,True,True,20,True,126
LightGBM,UNH,23,long_window_01,True,True,20,True,126
XGBoost,UNH,23,long_window_01,True,True,20,True,126
CatBoost,UNH,23,long_window_01,True,True,20,True,126
random,UNH,42,long_window_01,True,True,20,True,126
historical_mean,UNH,42,long_window_01,True,True,20,True,126
random_walk,UNH,42,long_window_01,True,True,20,True,126
buy_hold,UNH,42,long_window_01,True,True,20,True,126
momentum,UNH,42,long_window_01,True,True,20,True,126
moving_average,UNH,42,long_window_01,True,True,20,True,126
logistic_regression,UNH,42,long_window_01,True,True,20,True,126
LightGBM,UNH,42,long_window_01,True,True,20,True,126
XGBoost,UNH,42,long_window_01,True,True,20,True,126
CatBoost,UNH,42,long_window_01,True,True,20,True,126
random,UNH,11,long_window_02,True,True,20,True,126
historical_mean,UNH,11,long_window_02,True,True,20,True,126
random_walk,UNH,11,long_window_02,True,True,20,True,126
buy_hold,UNH,11,long_window_02,True,True,20,True,126
momentum,UNH,11,long_window_02,True,True,20,True,126
moving_average,UNH,11,long_window_02,True,True,20,True,126
logistic_regression,UNH,11,long_window_02,True,True,20,True,126
LightGBM,UNH,11,long_window_02,True,True,20,True,126
XGBoost,UNH,11,long_window_02,True,True,20,True,126
CatBoost,UNH,11,long_window_02,True,True,20,True,126
random,UNH,17,long_window_02,True,True,20,True,126
historical_mean,UNH,17,long_window_02,True,True,20,True,126
random_walk,UNH,17,long_window_02,True,True,20,True,126
buy_hold,UNH,17,long_window_02,True,True,20,True,126
momentum,UNH,17,long_window_02,True,True,20,True,126
moving_average,UNH,17,long_window_02,True,True,20,True,126
logistic_regression,UNH,17,long_window_02,True,True,20,True,126
LightGBM,UNH,17,long_window_02,True,True,20,True,126
XGBoost,UNH,17,long_window_02,True,True,20,True,126
CatBoost,UNH,17,long_window_02,True,True,20,True,126
random,UNH,23,long_window_02,True,True,20,True,126
historical_mean,UNH,23,long_window_02,True,True,20,True,126
random_walk,UNH,23,long_window_02,True,True,20,True,126
buy_hold,UNH,23,long_window_02,True,True,20,True,126
momentum,UNH,23,long_window_02,True,True,20,True,126
moving_average,UNH,23,long_window_02,True,True,20,True,126
logistic_regression,UNH,23,long_window_02,True,True,20,True,126
LightGBM,UNH,23,long_window_02,True,True,20,True,126
XGBoost,UNH,23,long_window_02,True,True,20,True,126
CatBoost,UNH,23,long_window_02,True,True,20,True,126
random,UNH,42,long_window_02,True,True,20,True,126
historical_mean,UNH,42,long_window_02,True,True,20,True,126
random_walk,UNH,42,long_window_02,True,True,20,True,126
buy_hold,UNH,42,long_window_02,True,True,20,True,126
momentum,UNH,42,long_window_02,True,True,20,True,126
moving_average,UNH,42,long_window_02,True,True,20,True,126
logistic_regression,UNH,42,long_window_02,True,True,20,True,126
LightGBM,UNH,42,long_window_02,True,True,20,True,126
XGBoost,UNH,42,long_window_02,True,True,20,True,126
CatBoost,UNH,42,long_window_02,True,True,20,True,126
random,AMZN,11,long_window_01,True,True,20,True,126
historical_mean,AMZN,11,long_window_01,True,True,20,True,126
random_walk,AMZN,11,long_window_01,True,True,20,True,126
buy_hold,AMZN,11,long_window_01,True,True,20,True,126
momentum,AMZN,11,long_window_01,True,True,20,True,126
moving_average,AMZN,11,long_window_01,True,True,20,True,126
logistic_regression,AMZN,11,long_window_01,True,True,20,True,126
LightGBM,AMZN,11,long_window_01,True,True,20,True,126
XGBoost,AMZN,11,long_window_01,True,True,20,True,126
CatBoost,AMZN,11,long_window_01,True,True,20,True,126
random,AMZN,17,long_window_01,True,True,20,True,126
historical_mean,AMZN,17,long_window_01,True,True,20,True,126
random_walk,AMZN,17,long_window_01,True,True,20,True,126
buy_hold,AMZN,17,long_window_01,True,True,20,True,126
momentum,AMZN,17,long_window_01,True,True,20,True,126
moving_average,AMZN,17,long_window_01,True,True,20,True,126
logistic_regression,AMZN,17,long_window_01,True,True,20,True,126
LightGBM,AMZN,17,long_window_01,True,True,20,True,126
XGBoost,AMZN,17,long_window_01,True,True,20,True,126
CatBoost,AMZN,17,long_window_01,True,True,20,True,126
random,AMZN,23,long_window_01,True,True,20,True,126
historical_mean,AMZN,23,long_window_01,True,True,20,True,126
random_walk,AMZN,23,long_window_01,True,True,20,True,126
buy_hold,AMZN,23,long_window_01,True,True,20,True,126
momentum,AMZN,23,long_window_01,True,True,20,True,126
moving_average,AMZN,23,long_window_01,True,True,20,True,126
logistic_regression,AMZN,23,long_window_01,True,True,20,True,126
LightGBM,AMZN,23,long_window_01,True,True,20,True,126
XGBoost,AMZN,23,long_window_01,True,True,20,True,126
CatBoost,AMZN,23,long_window_01,True,True,20,True,126
random,AMZN,42,long_window_01,True,True,20,True,126
historical_mean,AMZN,42,long_window_01,True,True,20,True,126
random_walk,AMZN,42,long_window_01,True,True,20,True,126
buy_hold,AMZN,42,long_window_01,True,True,20,True,126
momentum,AMZN,42,long_window_01,True,True,20,True,126
moving_average,AMZN,42,long_window_01,True,True,20,True,126
logistic_regression,AMZN,42,long_window_01,True,True,20,True,126
LightGBM,AMZN,42,long_window_01,True,True,20,True,126
XGBoost,AMZN,42,long_window_01,True,True,20,True,126
CatBoost,AMZN,42,long_window_01,True,True,20,True,126
random,AMZN,11,long_window_02,True,True,20,True,126
historical_mean,AMZN,11,long_window_02,True,True,20,True,126
random_walk,AMZN,11,long_window_02,True,True,20,True,126
buy_hold,AMZN,11,long_window_02,True,True,20,True,126
momentum,AMZN,11,long_window_02,True,True,20,True,126
moving_average,AMZN,11,long_window_02,True,True,20,True,126
logistic_regression,AMZN,11,long_window_02,True,True,20,True,126
LightGBM,AMZN,11,long_window_02,True,True,20,True,126
XGBoost,AMZN,11,long_window_02,True,True,20,True,126
CatBoost,AMZN,11,long_window_02,True,True,20,True,126
random,AMZN,17,long_window_02,True,True,20,True,126
historical_mean,AMZN,17,long_window_02,True,True,20,True,126
random_walk,AMZN,17,long_window_02,True,True,20,True,126
buy_hold,AMZN,17,long_window_02,True,True,20,True,126
momentum,AMZN,17,long_window_02,True,True,20,True,126
moving_average,AMZN,17,long_window_02,True,True,20,True,126
logistic_regression,AMZN,17,long_window_02,True,True,20,True,126
LightGBM,AMZN,17,long_window_02,True,True,20,True,126
XGBoost,AMZN,17,long_window_02,True,True,20,True,126
CatBoost,AMZN,17,long_window_02,True,True,20,True,126
random,AMZN,23,long_window_02,True,True,20,True,126
historical_mean,AMZN,23,long_window_02,True,True,20,True,126
random_walk,AMZN,23,long_window_02,True,True,20,True,126
buy_hold,AMZN,23,long_window_02,True,True,20,True,126
momentum,AMZN,23,long_window_02,True,True,20,True,126
moving_average,AMZN,23,long_window_02,True,True,20,True,126
logistic_regression,AMZN,23,long_window_02,True,True,20,True,126
LightGBM,AMZN,23,long_window_02,True,True,20,True,126
XGBoost,AMZN,23,long_window_02,True,True,20,True,126
CatBoost,AMZN,23,long_window_02,True,True,20,True,126
random,AMZN,42,long_window_02,True,True,20,True,126
historical_mean,AMZN,42,long_window_02,True,True,20,True,126
random_walk,AMZN,42,long_window_02,True,True,20,True,126
buy_hold,AMZN,42,long_window_02,True,True,20,True,126
momentum,AMZN,42,long_window_02,True,True,20,True,126
moving_average,AMZN,42,long_window_02,True,True,20,True,126
logistic_regression,AMZN,42,long_window_02,True,True,20,True,126
LightGBM,AMZN,42,long_window_02,True,True,20,True,126
XGBoost,AMZN,42,long_window_02,True,True,20,True,126
CatBoost,AMZN,42,long_window_02,True,True,20,True,126
random,NVDA,11,long_window_01,True,True,20,True,126
historical_mean,NVDA,11,long_window_01,True,True,20,True,126
random_walk,NVDA,11,long_window_01,True,True,20,True,126
buy_hold,NVDA,11,long_window_01,True,True,20,True,126
momentum,NVDA,11,long_window_01,True,True,20,True,126
moving_average,NVDA,11,long_window_01,True,True,20,True,126
logistic_regression,NVDA,11,long_window_01,True,True,20,True,126
LightGBM,NVDA,11,long_window_01,True,True,20,True,126
XGBoost,NVDA,11,long_window_01,True,True,20,True,126
CatBoost,NVDA,11,long_window_01,True,True,20,True,126
random,NVDA,17,long_window_01,True,True,20,True,126
historical_mean,NVDA,17,long_window_01,True,True,20,True,126
random_walk,NVDA,17,long_window_01,True,True,20,True,126
buy_hold,NVDA,17,long_window_01,True,True,20,True,126
momentum,NVDA,17,long_window_01,True,True,20,True,126
moving_average,NVDA,17,long_window_01,True,True,20,True,126
logistic_regression,NVDA,17,long_window_01,True,True,20,True,126
LightGBM,NVDA,17,long_window_01,True,True,20,True,126
XGBoost,NVDA,17,long_window_01,True,True,20,True,126
CatBoost,NVDA,17,long_window_01,True,True,20,True,126
random,NVDA,23,long_window_01,True,True,20,True,126
historical_mean,NVDA,23,long_window_01,True,True,20,True,126
random_walk,NVDA,23,long_window_01,True,True,20,True,126
buy_hold,NVDA,23,long_window_01,True,True,20,True,126
momentum,NVDA,23,long_window_01,True,True,20,True,126
moving_average,NVDA,23,long_window_01,True,True,20,True,126
logistic_regression,NVDA,23,long_window_01,True,True,20,True,126
LightGBM,NVDA,23,long_window_01,True,True,20,True,126
XGBoost,NVDA,23,long_window_01,True,True,20,True,126
CatBoost,NVDA,23,long_window_01,True,True,20,True,126
random,NVDA,42,long_window_01,True,True,20,True,126
historical_mean,NVDA,42,long_window_01,True,True,20,True,126
random_walk,NVDA,42,long_window_01,True,True,20,True,126
buy_hold,NVDA,42,long_window_01,True,True,20,True,126
momentum,NVDA,42,long_window_01,True,True,20,True,126
moving_average,NVDA,42,long_window_01,True,True,20,True,126
logistic_regression,NVDA,42,long_window_01,True,True,20,True,126
LightGBM,NVDA,42,long_window_01,True,True,20,True,126
XGBoost,NVDA,42,long_window_01,True,True,20,True,126
CatBoost,NVDA,42,long_window_01,True,True,20,True,126
random,NVDA,11,long_window_02,True,True,20,True,126
historical_mean,NVDA,11,long_window_02,True,True,20,True,126
random_walk,NVDA,11,long_window_02,True,True,20,True,126
buy_hold,NVDA,11,long_window_02,True,True,20,True,126
momentum,NVDA,11,long_window_02,True,True,20,True,126
moving_average,NVDA,11,long_window_02,True,True,20,True,126
logistic_regression,NVDA,11,long_window_02,True,True,20,True,126
LightGBM,NVDA,11,long_window_02,True,True,20,True,126
XGBoost,NVDA,11,long_window_02,True,True,20,True,126
CatBoost,NVDA,11,long_window_02,True,True,20,True,126
random,NVDA,17,long_window_02,True,True,20,True,126
historical_mean,NVDA,17,long_window_02,True,True,20,True,126
random_walk,NVDA,17,long_window_02,True,True,20,True,126
buy_hold,NVDA,17,long_window_02,True,True,20,True,126
momentum,NVDA,17,long_window_02,True,True,20,True,126
moving_average,NVDA,17,long_window_02,True,True,20,True,126
logistic_regression,NVDA,17,long_window_02,True,True,20,True,126
LightGBM,NVDA,17,long_window_02,True,True,20,True,126
XGBoost,NVDA,17,long_window_02,True,True,20,True,126
CatBoost,NVDA,17,long_window_02,True,True,20,True,126
random,NVDA,23,long_window_02,True,True,20,True,126
historical_mean,NVDA,23,long_window_02,True,True,20,True,126
random_walk,NVDA,23,long_window_02,True,True,20,True,126
buy_hold,NVDA,23,long_window_02,True,True,20,True,126
momentum,NVDA,23,long_window_02,True,True,20,True,126
moving_average,NVDA,23,long_window_02,True,True,20,True,126
logistic_regression,NVDA,23,long_window_02,True,True,20,True,126
LightGBM,NVDA,23,long_window_02,True,True,20,True,126
XGBoost,NVDA,23,long_window_02,True,True,20,True,126
CatBoost,NVDA,23,long_window_02,True,True,20,True,126
random,NVDA,42,long_window_02,True,True,20,True,126
historical_mean,NVDA,42,long_window_02,True,True,20,True,126
random_walk,NVDA,42,long_window_02,True,True,20,True,126
buy_hold,NVDA,42,long_window_02,True,True,20,True,126
momentum,NVDA,42,long_window_02,True,True,20,True,126
moving_average,NVDA,42,long_window_02,True,True,20,True,126
logistic_regression,NVDA,42,long_window_02,True,True,20,True,126
LightGBM,NVDA,42,long_window_02,True,True,20,True,126
XGBoost,NVDA,42,long_window_02,True,True,20,True,126
CatBoost,NVDA,42,long_window_02,True,True,20,True,126
random,TSLA,11,long_window_01,True,True,20,True,126
historical_mean,TSLA,11,long_window_01,True,True,20,True,126
random_walk,TSLA,11,long_window_01,True,True,20,True,126
buy_hold,TSLA,11,long_window_01,True,True,20,True,126
momentum,TSLA,11,long_window_01,True,True,20,True,126
moving_average,TSLA,11,long_window_01,True,True,20,True,126
logistic_regression,TSLA,11,long_window_01,True,True,20,True,126
LightGBM,TSLA,11,long_window_01,True,True,20,True,126
XGBoost,TSLA,11,long_window_01,True,True,20,True,126
CatBoost,TSLA,11,long_window_01,True,True,20,True,126
random,TSLA,17,long_window_01,True,True,20,True,126
historical_mean,TSLA,17,long_window_01,True,True,20,True,126
random_walk,TSLA,17,long_window_01,True,True,20,True,126
buy_hold,TSLA,17,long_window_01,True,True,20,True,126
momentum,TSLA,17,long_window_01,True,True,20,True,126
moving_average,TSLA,17,long_window_01,True,True,20,True,126
logistic_regression,TSLA,17,long_window_01,True,True,20,True,126
LightGBM,TSLA,17,long_window_01,True,True,20,True,126
XGBoost,TSLA,17,long_window_01,True,True,20,True,126
CatBoost,TSLA,17,long_window_01,True,True,20,True,126
random,TSLA,23,long_window_01,True,True,20,True,126
historical_mean,TSLA,23,long_window_01,True,True,20,True,126
random_walk,TSLA,23,long_window_01,True,True,20,True,126
buy_hold,TSLA,23,long_window_01,True,True,20,True,126
momentum,TSLA,23,long_window_01,True,True,20,True,126
moving_average,TSLA,23,long_window_01,True,True,20,True,126
logistic_regression,TSLA,23,long_window_01,True,True,20,True,126
LightGBM,TSLA,23,long_window_01,True,True,20,True,126
XGBoost,TSLA,23,long_window_01,True,True,20,True,126
CatBoost,TSLA,23,long_window_01,True,True,20,True,126
random,TSLA,42,long_window_01,True,True,20,True,126
historical_mean,TSLA,42,long_window_01,True,True,20,True,126
random_walk,TSLA,42,long_window_01,True,True,20,True,126
buy_hold,TSLA,42,long_window_01,True,True,20,True,126
momentum,TSLA,42,long_window_01,True,True,20,True,126
moving_average,TSLA,42,long_window_01,True,True,20,True,126
logistic_regression,TSLA,42,long_window_01,True,True,20,True,126
LightGBM,TSLA,42,long_window_01,True,True,20,True,126
XGBoost,TSLA,42,long_window_01,True,True,20,True,126
CatBoost,TSLA,42,long_window_01,True,True,20,True,126
random,TSLA,11,long_window_02,True,True,20,True,126
historical_mean,TSLA,11,long_window_02,True,True,20,True,126
random_walk,TSLA,11,long_window_02,True,True,20,True,126
buy_hold,TSLA,11,long_window_02,True,True,20,True,126
momentum,TSLA,11,long_window_02,True,True,20,True,126
moving_average,TSLA,11,long_window_02,True,True,20,True,126
logistic_regression,TSLA,11,long_window_02,True,True,20,True,126
LightGBM,TSLA,11,long_window_02,True,True,20,True,126
XGBoost,TSLA,11,long_window_02,True,True,20,True,126
CatBoost,TSLA,11,long_window_02,True,True,20,True,126
random,TSLA,17,long_window_02,True,True,20,True,126
historical_mean,TSLA,17,long_window_02,True,True,20,True,126
random_walk,TSLA,17,long_window_02,True,True,20,True,126
buy_hold,TSLA,17,long_window_02,True,True,20,True,126
momentum,TSLA,17,long_window_02,True,True,20,True,126
moving_average,TSLA,17,long_window_02,True,True,20,True,126
logistic_regression,TSLA,17,long_window_02,True,True,20,True,126
LightGBM,TSLA,17,long_window_02,True,True,20,True,126
XGBoost,TSLA,17,long_window_02,True,True,20,True,126
CatBoost,TSLA,17,long_window_02,True,True,20,True,126
random,TSLA,23,long_window_02,True,True,20,True,126
historical_mean,TSLA,23,long_window_02,True,True,20,True,126
random_walk,TSLA,23,long_window_02,True,True,20,True,126
buy_hold,TSLA,23,long_window_02,True,True,20,True,126
momentum,TSLA,23,long_window_02,True,True,20,True,126
moving_average,TSLA,23,long_window_02,True,True,20,True,126
logistic_regression,TSLA,23,long_window_02,True,True,20,True,126
LightGBM,TSLA,23,long_window_02,True,True,20,True,126
XGBoost,TSLA,23,long_window_02,True,True,20,True,126
CatBoost,TSLA,23,long_window_02,True,True,20,True,126
random,TSLA,42,long_window_02,True,True,20,True,126
historical_mean,TSLA,42,long_window_02,True,True,20,True,126
random_walk,TSLA,42,long_window_02,True,True,20,True,126
buy_hold,TSLA,42,long_window_02,True,True,20,True,126
momentum,TSLA,42,long_window_02,True,True,20,True,126
moving_average,TSLA,42,long_window_02,True,True,20,True,126
logistic_regression,TSLA,42,long_window_02,True,True,20,True,126
LightGBM,TSLA,42,long_window_02,True,True,20,True,126
XGBoost,TSLA,42,long_window_02,True,True,20,True,126
CatBoost,TSLA,42,long_window_02,True,True,20,True,126
